,상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
43227,MA010120220810542541,성미슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26380,사하구,26380601,다대1동,2638010600,다대동,2638010600108660000,1,대지,866,,부산광역시 사하구 다대동 866,263804202211,부산광역시 사하구 다대로543번길,12,,2638010600108660000030634,,부산광역시 사하구 다대로543번길 12,604825,49524,,,,128.972183801606,35.0576302211542
43231,MA010120220810542560,유나상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26380,사하구,26380601,다대1동,2638010600,다대동,2638010600107860000,1,대지,786,,부산광역시 사하구 다대동 786,263803134006,부산광역시 사하구 다대동로,27,,2638010600107860000036776,,부산광역시 사하구 다대동로 27,604825,49524,,,,128.971212544341,35.0561506659961
43260,MA010120220810542883,화영슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26380,사하구,26380601,다대1동,2638010600,다대동,2638010600109360010,1,대지,936,10.0,부산광역시 사하구 다대동 936-10,263803134021,부산광역시 사하구 윤공단로,88,,2638010600109360010027387,,부산광역시 사하구 윤공단로 88,604823,49493,,,,128.969779861469,35.0592179255536
43290,MA010120220810542467,하프타임다대경민점,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26380,사하구,26380601,다대1동,2638010600,다대동,2638010600107860000,1,대지,786,,부산광역시 사하구 다대동 786,263803134006,부산광역시 사하구 다대동로,27,,2638010600107860000036776,,부산광역시 사하구 다대동로 27,604825,49524,,,,128.971212544341,35.0561506659961
43326,MA010120220810547779,장금당,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,26,부산광역시,26380,사하구,26380561,하단1동,2638010300,하단동,2638010300106190023,1,대지,619,23.0,부산광역시 사하구 하단동 619-23,263803134025,부산광역시 사하구 제석로,17,,2638010300106190023006017,,부산광역시 사하구 제석로 17,604848,49408,,,,128.971021113695,35.1038459031633
43393,MA010120220810572999,진주상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230780,범천2동,2623010400,범천동,2623010400115170070,1,대지,1517,70.0,부산광역시 부산진구 범천동 1517-70,262303006020,부산광역시 부산진구 엄광로,497,,2623010400115170070038047,,부산광역시 부산진구 엄광로 497,614834,47373,,,,129.050336494848,35.1440991526426
43398,MA010120220810572753,아이스마을아시아선수촌점,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47216,"빵류, 과자류 및 당류 소매업",26,부산광역시,26350,해운대구,26350570,반여1동,2635010300,반여동,2635010300116380000,1,대지,1638,,부산광역시 해운대구 반여동 1638,263503133009,부산광역시 해운대구 선수촌로,122,,2635010300116380000001425,아시아선수촌아파트,부산광역시 해운대구 선수촌로 122,612719,48037,,1,,129.121709009419,35.2038882293303
43434,MA010120220810543362,연화수퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26380,사하구,26380602,다대2동,2638010600,다대동,2638010600200090000,2,산,9,,부산광역시 사하구 다대동 산9,263804202266,부산광역시 사하구 두송로144번길,65,,2638010700200090000018684,동천사,부산광역시 사하구 두송로144번길 65,604822,49512,,,,128.982206494796,35.0706920869866
43444,MA010120220810573009,진덕상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26170,동구,26170650,범일1동,2617010400,범일동,2617010400114470003,1,대지,1447,3.0,부산광역시 동구 범일동 1447-3,261704181147,부산광역시 동구 망양로902번길,2,,2617010400114470003006105,,부산광역시 동구 망양로902번길 2,601800,48761,,,,129.049654926048,35.1397332904826
43454,MA010120220810568686,한성슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230770,범천1동,2623010400,범천동,2623010400109220009,1,대지,922,9.0,부산광역시 부산진구 범천동 922-9,262304187523,부산광역시 부산진구 신천대로71번길,82,,2623010400109220009038990,,부산광역시 부산진구 신천대로71번길 82,614021,47352,,,,129.057546037235,35.1457671228192
43464,MA010120220810558420,블루오션,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26140,서구,26140660,남부민2동,2614012300,남부민동,2614012300106930003,1,대지,693,3.0,부산광역시 서구 남부민동 693-3,261402126001,부산광역시 서구 충무대로,154,,2614012300106930003017169,,부산광역시 서구 충무대로 154,602022,49255,,,,129.025237380557,35.0844249734467
43489,MA010120220810568989,매전상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230780,범천2동,2623010400,범천동,2623010400110120008,1,대지,1012,8.0,부산광역시 부산진구 범천동 1012-8,262303129019,부산광역시 부산진구 범천로,42,1.0,2623010400110120008010265,,부산광역시 부산진구 범천로 42-1,614830,47280,,,,129.055554842148,35.1504897616757
43549,MA010120220810540146,탑플러스마트부경대점,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,26,부산광역시,26290,남구,26290530,대연3동,2629010600,대연동,2629010600105370012,1,대지,537,12.0,부산광역시 남구 대연동 537-12,262903131023,부산광역시 남구 용소로,54,,2629010600105370012001223,,부산광역시 남구 용소로 54,608810,48500,,1,,129.100891268783,35.132518219156
43552,MA010120220810539928,부부떡집,,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26170,동구,26170590,수정4동,2617010200,수정동,2617010200111720016,1,대지,1172,16.0,부산광역시 동구 수정동 1172-16,261704181088,부산광역시 동구 망양로689번길,3,,2617010200111720016008147,,부산광역시 동구 망양로689번길 3,601820,48714,,,,129.040707214606,35.1273170940771
43590,MA010120220810549492,사하상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26380,사하구,26380510,괴정1동,2638010100,괴정동,2638010100108200008,1,대지,820,8.0,부산광역시 사하구 괴정동 820-8,263802006002,부산광역시 사하구 낙동대로,256,1.0,2638010100108200008008951,,부산광역시 사하구 낙동대로 256-1,604815,49341,,,,128.988978217569,35.0994190653872
43592,MA010120220810549497,예정수퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26380,사하구,26380510,괴정1동,2638010100,괴정동,2638010100110470006,1,대지,1047,6.0,부산광역시 사하구 괴정동 1047-6,263803134017,부산광역시 사하구 승학로,232,,2638010100110470006032396,,부산광역시 사하구 승학로 232,604815,49336,,1,,128.990104122711,35.1018256473499
43602,MA010120220810540401,김정문알로에서,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,26,부산광역시,26140,서구,26140540,서대신1동,2614010500,서대신동2가,2614010500102680003,1,대지,268,3.0,부산광역시 서구 서대신동2가 268-3,261403125009,부산광역시 서구 대영로,25,,2614010500102680002004986,,부산광역시 서구 대영로 25,602819,49234,,2,,129.014641713576,35.1098976666955
43615,MA010120220810540199,대영상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26380,사하구,26380530,괴정3동,2638010100,괴정동,2638010100112380177,1,대지,1238,177.0,부산광역시 사하구 괴정동 1238-177,263804202109,부산광역시 사하구 낙동대로179번길,22,,2638010100112380177001848,,부산광역시 사하구 낙동대로179번길 22,604810,49354,,,,128.997316862404,35.1005586451119
43630,MA010120220810540530,동상떡방앗간,,I2,음식,I210,기타 간이,I21002,떡/한과,C10711,떡류 제조업,26,부산광역시,26410,금정구,26410510,서1동,2641011000,서동,2641011000103021918,1,대지,302,1918.0,부산광역시 금정구 서동 302-1918,264103135029,부산광역시 금정구 삼차로,24,,2641011000103021918009920,,부산광역시 금정구 삼차로 24,609834,46323,,,,129.094838815029,35.2171771563427
43648,MA010120220810545179,천복마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26380,사하구,26380630,감천2동,2638010800,감천동,2638010800100090066,1,대지,9,66.0,부산광역시 사하구 감천동 9-66,263803006012,부산광역시 사하구 옥천로,125,,2638010800100090066022340,,부산광역시 사하구 옥천로 125,604800,49364,,,,129.01039547092,35.0973675493773
43659,MA010120220810545242,영진상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26380,사하구,26380620,감천1동,2638010800,감천동,2638010800102670006,1,대지,267,6.0,부산광역시 사하구 감천동 267-6,263804202396,부산광역시 사하구 원양로398번길,89,,2638010800102670006000350,,부산광역시 사하구 원양로398번길 89,604804,49450,,,,129.008744016609,35.0826072404351
43676,MA010120220810570134,노아다원,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,26,부산광역시,26230,부산진구,26230510,부전1동,2623010300,부전동,2623010300104850025,1,대지,485,25.0,부산광역시 부산진구 부전동 485-25,262304187418,부산광역시 부산진구 서면문화로5번길,33,,2623010300104850025042660,,부산광역시 부산진구 서면문화로5번길 33,614849,47257,,2,,129.05578642523,35.1582216965512
43678,MA010120220810571479,미용고등학교매점,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26230,부산진구,26230660,부암3동,2623010800,부암동,2623010800104520056,1,대지,452,56.0,부산광역시 부산진구 부암동 452-56,262304187318,부산광역시 부산진구 백양순환로119번길,62,,2623010800104520029009288,부산미용고등학교,부산광역시 부산진구 백양순환로119번길 62,614840,47137,,,,129.04175872364,35.1719541615043
43685,MA010120220810540865,대봉상회,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26380,사하구,26380571,신평1동,2638010400,신평동,2638010400100840124,1,대지,84,124.0,부산광역시 사하구 신평동 84-124,263803134018,부산광역시 사하구 신산로,183,,2638010400100840124008132,,부산광역시 사하구 신산로 183,604832,49442,,,,128.975439287744,35.089847609695
43707,MA010120220810550078,해신탑마트,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26380,사하구,26380572,신평2동,2638010400,신평동,2638010400106210012,1,대지,621,12.0,부산광역시 사하구 신평동 621-12,263804202504,부산광역시 사하구 하신번영로159번길,32,,2638010400106210012041104,,부산광역시 사하구 하신번영로159번길 32,604834,49431,,,,128.958184074332,35.0969711250161
43708,MA010120220810550066,새부산슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26380,사하구,26380571,신평1동,2638010400,신평동,2638010400103360000,1,대지,336,,부산광역시 사하구 신평동 336,263803134019,부산광역시 사하구 신산북로,49,,2638010400103360000018882,,부산광역시 사하구 신산북로 49,604835,49418,,,,128.969797168665,35.0912630095457
43749,MA010120220810545787,해양슈퍼,,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47129,기타 음ㆍ식료품 위주 종합 소매업,26,부산광역시,26380,사하구,26380620,감천1동,2638010800,감천동,2638010800102240000,1,대지,224,,부산광역시 사하구 감천동 224,263804202394,부산광역시 사하구 원양로356번길,6,,2638010800102240000004049,,부산광역시 사하구 원양로356번길 6,604804,49451,,,,129.0066013637,35.0822554673804
